filename,locus_tag,product,Prediction
C03,EAEPCCEE_03615,hypothetical protein,OTHER
C03,EAEPCCEE_03616,putative MFS-type transporter YcaD,OTHER
C03,EAEPCCEE_03617,hypothetical protein,OTHER
C03,EAEPCCEE_03618,S-adenosylmethionine_tRNA ribosyltransferase-isomerase,OTHER
C03,EAEPCCEE_03619,hypothetical protein,OTHER
C03,EAEPCCEE_03620,Putative peroxiredoxin bcp,OTHER
C03,EAEPCCEE_03621,hypothetical protein,OTHER
C03,EAEPCCEE_03622,hypothetical protein,OTHER
C03,EAEPCCEE_03623,hypothetical protein,OTHER
C03,EAEPCCEE_03624,hypothetical protein,OTHER
C03,EAEPCCEE_03625,hypothetical protein,OTHER
C03,EAEPCCEE_03626,ATP-dependent RNA helicase RhlE,OTHER
C03,EAEPCCEE_03627,_R_-stereoselective amidase,OTHER
C03,EAEPCCEE_03628,hypothetical protein,OTHER
C03,EAEPCCEE_03629,Carbon monoxide dehydrogenase medium chain,OTHER
C03,EAEPCCEE_03630,Carbon monoxide dehydrogenase large chain,OTHER
C03,EAEPCCEE_03631,hypothetical protein,OTHER
C03,EAEPCCEE_03632,Carbon monoxide dehydrogenase small chain,OTHER
C03,EAEPCCEE_03633,hypothetical protein,OTHER
C03,EAEPCCEE_03634,hypothetical protein,OTHER
C03,EAEPCCEE_03635,hypothetical protein,OTHER
C03,EAEPCCEE_03636,Molybdenum cofactor insertion chaperone PaoD,OTHER
C03,EAEPCCEE_03637,Peptidoglycan-associated lipoprotein,SP
C03,EAEPCCEE_03638,hypothetical protein,OTHER
C03,EAEPCCEE_03639,hypothetical protein,OTHER
C03,EAEPCCEE_03640,hypothetical protein,OTHER
C03,EAEPCCEE_03641,Dihydroorotase,OTHER
C03,EAEPCCEE_03642,Orotate phosphoribosyltransferase,OTHER
C03,EAEPCCEE_03643,Replicative DNA helicase,OTHER
C03,EAEPCCEE_03644,Alanine racemase,OTHER
C03,EAEPCCEE_03645,Intermembrane phospholipid transport system permease protein MlaE,OTHER
C03,EAEPCCEE_03646,putative ribonucleotide transport ATP-binding protein mkl,OTHER
C03,EAEPCCEE_03647,hypothetical protein,OTHER
C03,EAEPCCEE_03648,hypothetical protein,OTHER
C03,EAEPCCEE_03649,DNA repair protein RadA,OTHER
C03,EAEPCCEE_03650,hypothetical protein,OTHER
C03,EAEPCCEE_03651,hypothetical protein,OTHER
C03,EAEPCCEE_03652,Amidophosphoribosyltransferase,OTHER
C03,EAEPCCEE_03653,hypothetical protein,OTHER
C03,EAEPCCEE_03654,hypothetical protein,OTHER
C03,EAEPCCEE_03655,hypothetical protein,OTHER
C03,EAEPCCEE_03656,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,OTHER
C03,EAEPCCEE_03657,hypothetical protein,OTHER
C03,EAEPCCEE_03658,5_-nucleotidase SurE,OTHER
C03,EAEPCCEE_03659,5_-nucleotidase SurE,OTHER
C03,EAEPCCEE_03660,Protein-L-isoaspartate O-methyltransferase,OTHER
C03,EAEPCCEE_03661,hypothetical protein,LIPO
C03,EAEPCCEE_03662,hypothetical protein,OTHER
C03,EAEPCCEE_03663,Sec-independent protein translocase protein TatC,OTHER
C03,EAEPCCEE_03664,Sec-independent protein translocase protein TatB,OTHER
C03,EAEPCCEE_03665,Sec-independent protein translocase protein TatA,OTHER
C03,EAEPCCEE_03666,3-oxoacyl-_acyl-carrier-protein_ reductase FabG,OTHER
C03,EAEPCCEE_03667,hypothetical protein,OTHER
C03,EAEPCCEE_03668,hypothetical protein,OTHER
C03,EAEPCCEE_03669,Peptide chain release factor 3,OTHER
C03,EAEPCCEE_03670,hypothetical protein,OTHER
C03,EAEPCCEE_03671,hypothetical protein,OTHER
C03,EAEPCCEE_03672,ATP-dependent RNA helicase RhlE,OTHER
C03,EAEPCCEE_03673,Ribonuclease J1,OTHER
C03,EAEPCCEE_03674,Type III pantothenate kinase,OTHER
C03,EAEPCCEE_03675,Bifunctional ligase_repressor BirA,OTHER
C03,EAEPCCEE_03676,"NAD_P_H-quinone oxidoreductase subunit 2, chloroplastic",OTHER
C03,EAEPCCEE_03677,NADH-quinone oxidoreductase subunit M,OTHER
C03,EAEPCCEE_03678,NADH-quinone oxidoreductase subunit L,OTHER
C03,EAEPCCEE_03679,NADH-quinone oxidoreductase subunit K,OTHER
C03,EAEPCCEE_03680,NADH-quinone oxidoreductase subunit J,OTHER
C03,EAEPCCEE_03681,hypothetical protein,OTHER
C03,EAEPCCEE_03682,NADH-quinone oxidoreductase subunit I,OTHER
C03,EAEPCCEE_03683,NADH-quinone oxidoreductase subunit H,OTHER
C03,EAEPCCEE_03684,hypothetical protein,LIPO
C03,EAEPCCEE_03685,NADH-quinone oxidoreductase chain 3,OTHER
C03,EAEPCCEE_03686,hypothetical protein,SP
C03,EAEPCCEE_03687,hypothetical protein,LIPO
C03,EAEPCCEE_03688,hypothetical protein,OTHER
C03,EAEPCCEE_03689,NADH-quinone oxidoreductase chain 1,OTHER
C03,EAEPCCEE_03690,hypothetical protein,OTHER
C03,EAEPCCEE_03691,hypothetical protein,OTHER
C03,EAEPCCEE_03692,hypothetical protein,OTHER
C03,EAEPCCEE_03693,hypothetical protein,OTHER
C03,EAEPCCEE_03694,hypothetical protein,LIPO
C03,EAEPCCEE_03695,NADH-quinone oxidoreductase subunit D,OTHER
C03,EAEPCCEE_03696,hypothetical protein,OTHER
C03,EAEPCCEE_03697,NADH-quinone oxidoreductase chain 5,OTHER
C03,EAEPCCEE_03698,"NAD_P_H-quinone oxidoreductase subunit K, chloroplastic",OTHER
C03,EAEPCCEE_03699,"NAD_P_H-quinone oxidoreductase subunit 3, chloroplastic",OTHER
C03,EAEPCCEE_03700,hypothetical protein,SP
C03,EAEPCCEE_03701,putative enoyl-CoA hydratase echA8,OTHER
C03,EAEPCCEE_03702,3-hydroxy-3-isohexenylglutaryl-CoA_hydroxy-methylglutaryl-CoA lyase,OTHER
C03,EAEPCCEE_03703,hypothetical protein,OTHER
C03,EAEPCCEE_03704,hypothetical protein,OTHER
C03,EAEPCCEE_03705,Acetyl-_propionyl-coenzyme A carboxylase alpha chain,OTHER
C03,EAEPCCEE_03706,Methylmalonyl-CoA carboxyltransferase 12S subunit,OTHER
C03,EAEPCCEE_03707,Outer membrane protein W,SP
C03,EAEPCCEE_03708,hypothetical protein,SP
C03,EAEPCCEE_03709,hypothetical protein,SP
C03,EAEPCCEE_03710,Acetyl-coenzyme A synthetase,OTHER
C03,EAEPCCEE_03711,Acetyl-coenzyme A synthetase,OTHER
C03,EAEPCCEE_03712,hypothetical protein,OTHER
C03,EAEPCCEE_03713,"Acyl-CoA dehydrogenase, short-chain specific",OTHER
C03,EAEPCCEE_03714,hypothetical protein,OTHER
C03,EAEPCCEE_03715,hypothetical protein,SP
C03,EAEPCCEE_03716,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,OTHER
C03,EAEPCCEE_03717,Phosphoglycolate phosphatase,OTHER
C03,EAEPCCEE_03718,hypothetical protein,OTHER
C03,EAEPCCEE_03719,Bifunctional protein GlmU,OTHER
C03,EAEPCCEE_03720,hypothetical protein,OTHER
C03,EAEPCCEE_03721,hypothetical protein,OTHER
C03,EAEPCCEE_03722,hypothetical protein,LIPO
C03,EAEPCCEE_03723,"GTP 3_,8-cyclase",OTHER
C03,EAEPCCEE_03724,3-deoxy-D-manno-octulosonic acid transferase,OTHER
C03,EAEPCCEE_03725,D-inositol-3-phosphate glycosyltransferase,OTHER
C03,EAEPCCEE_03726,hypothetical protein,OTHER
C03,EAEPCCEE_03727,Chaperone protein DnaJ,OTHER
C03,EAEPCCEE_03728,Peptide methionine sulfoxide reductase MsrB,TAT
C03,EAEPCCEE_03729,Cell surface glycolipoprotein MPT83,SP
C03,EAEPCCEE_03730,hypothetical protein,OTHER
C03,EAEPCCEE_03731,ECF RNA polymerase sigma factor SigK,OTHER
C03,EAEPCCEE_03732,Aerobic cobaltochelatase subunit CobS,OTHER
C03,EAEPCCEE_03733,Tn3 family transposase TnXax1,SP
C03,EAEPCCEE_03734,hypothetical protein,OTHER
C03,EAEPCCEE_03735,Voltage-gated ClC-type chloride channel ClcB,OTHER
C03,EAEPCCEE_03736,putative FAD-linked oxidoreductase,OTHER
C03,EAEPCCEE_03737,DNA repair protein RecN,OTHER
C03,EAEPCCEE_03738,Outer membrane protein assembly factor BamD,LIPO
C03,EAEPCCEE_03739,UDP-3-O-acyl-N-acetylglucosamine deacetylase,OTHER
C03,EAEPCCEE_03740,Cell division protein FtsZ,OTHER
C03,EAEPCCEE_03741,Cell division protein FtsA,OTHER
C03,EAEPCCEE_03742,Cell division protein FtsQ,OTHER
C03,EAEPCCEE_03743,D-alanine--D-alanine ligase B,OTHER
C03,EAEPCCEE_03744,UDP-N-acetylenolpyruvoylglucosamine reductase,OTHER
C03,EAEPCCEE_03745,hypothetical protein,OTHER
C03,EAEPCCEE_03746,hypothetical protein,OTHER
C03,EAEPCCEE_03747,UDP-N-acetylmuramate--L-alanine ligase,OTHER
C03,EAEPCCEE_03748,UDP-N-acetylglucosamine--N-acetylmuramyl-_pentapeptide_ pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,OTHER
C03,EAEPCCEE_03749,putative peptidoglycan glycosyltransferase FtsW,OTHER
C03,EAEPCCEE_03750,Ectoine dioxygenase,OTHER
C03,EAEPCCEE_03751,putative protein,SP
C03,EAEPCCEE_03752,UDP-N-acetylmuramoylalanine--D-glutamate ligase,OTHER
C03,EAEPCCEE_03753,hypothetical protein,OTHER
C03,EAEPCCEE_03754,Phospho-N-acetylmuramoyl-pentapeptide-transferase,OTHER
C03,EAEPCCEE_03755,Phospho-N-acetylmuramoyl-pentapeptide-transferase,OTHER
C03,EAEPCCEE_03756,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,OTHER
C03,EAEPCCEE_03757,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",OTHER
C03,EAEPCCEE_03758,"putative peptidoglycan D,D-transpeptidase FtsI",OTHER
C03,EAEPCCEE_03759,hypothetical protein,OTHER
C03,EAEPCCEE_03760,Ribosomal RNA small subunit methyltransferase H,OTHER
C03,EAEPCCEE_03761,Transcriptional regulator MraZ,OTHER
C03,EAEPCCEE_03762,hypothetical protein,OTHER
C03,EAEPCCEE_03763,hypothetical protein,OTHER
C03,EAEPCCEE_03764,Acrylyl-CoA reductase AcuI,OTHER
C03,EAEPCCEE_03765,Dimethylsulfonioproprionate demethylase DmdA,OTHER
C03,EAEPCCEE_03766,hypothetical protein,SP
C03,EAEPCCEE_03767,hypothetical protein,OTHER
C03,EAEPCCEE_03768,hypothetical protein,OTHER
C03,EAEPCCEE_03769,hypothetical protein,OTHER
C03,EAEPCCEE_03770,Putative L-lactate dehydrogenase operon regulatory protein,OTHER
C03,EAEPCCEE_03771,hypothetical protein,OTHER
C03,EAEPCCEE_03772,hypothetical protein,OTHER
C03,EAEPCCEE_03773,Chaperedoxin,OTHER
C03,EAEPCCEE_03774,hypothetical protein,OTHER
C03,EAEPCCEE_03775,hypothetical protein,SP
C03,EAEPCCEE_03776,hypothetical protein,OTHER
C03,EAEPCCEE_03777,hypothetical protein,TAT
C03,EAEPCCEE_03778,Exodeoxyribonuclease III,OTHER
C03,EAEPCCEE_03779,hypothetical protein,SP
C03,EAEPCCEE_03780,Transcriptional regulatory protein WalR,OTHER
C03,EAEPCCEE_03781,GTP cyclohydrolase-2,OTHER
C03,EAEPCCEE_03782,hypothetical protein,OTHER
C03,EAEPCCEE_03783,Adenylosuccinate synthetase,OTHER
C03,EAEPCCEE_03784,hypothetical protein,OTHER
C03,EAEPCCEE_03785,hypothetical protein,OTHER
C03,EAEPCCEE_03786,CTP synthase,OTHER
C03,EAEPCCEE_03787,hypothetical protein,SP
C03,EAEPCCEE_03788,hypothetical protein,OTHER
C03,EAEPCCEE_03789,hypothetical protein,OTHER
C03,EAEPCCEE_03790,hypothetical protein,OTHER
C03,EAEPCCEE_03791,hypothetical protein,OTHER
C03,EAEPCCEE_03792,Octopine permease ATP-binding protein P,OTHER
C03,EAEPCCEE_03793,Nopaline-binding periplasmic protein,SP
C03,EAEPCCEE_03794,Arginine ABC transporter permease protein ArtQ,OTHER
C03,EAEPCCEE_03795,Histidine transport system permease protein HisM,OTHER
C03,EAEPCCEE_03796,hypothetical protein,OTHER
C03,EAEPCCEE_03797,hypothetical protein,SP
C03,EAEPCCEE_03798,Peptidyl-prolyl cis-trans isomerase A,OTHER
C03,EAEPCCEE_03799,Phosphoglycerate kinase,OTHER
C03,EAEPCCEE_03800,hypothetical protein,SP
C03,EAEPCCEE_03801,Fructose-bisphosphate aldolase class 1,OTHER
C03,EAEPCCEE_03802,Gamma-glutamylputrescine synthetase PuuA,OTHER
C03,EAEPCCEE_03803,hypothetical protein,OTHER
C03,EAEPCCEE_03804,Gamma-glutamylputrescine synthetase PuuA,OTHER
C03,EAEPCCEE_03805,hypothetical protein,OTHER
C03,EAEPCCEE_03806,Gamma-glutamylputrescine oxidoreductase,OTHER
C03,EAEPCCEE_03807,hypothetical protein,OTHER
C03,EAEPCCEE_03808,Glycine cleavage system transcriptional activator,OTHER
C03,EAEPCCEE_03809,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,OTHER
C03,EAEPCCEE_03810,HTH-type transcriptional regulator GltC,OTHER
C03,EAEPCCEE_03811,hypothetical protein,OTHER
C03,EAEPCCEE_03812,hypothetical protein,LIPO
C03,EAEPCCEE_03813,hypothetical protein,OTHER
C03,EAEPCCEE_03814,hypothetical protein,OTHER
C03,EAEPCCEE_03815,Poly_3-hydroxyalkanoate_ polymerase subunit PhaC,OTHER
C03,EAEPCCEE_03816,hypothetical protein,OTHER
C03,EAEPCCEE_03817,Putative aminoacrylate hydrolase RutD,OTHER
C03,EAEPCCEE_03818,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",OTHER
C03,EAEPCCEE_03819,hypothetical protein,OTHER
C03,EAEPCCEE_03820,hypothetical protein,OTHER
C03,EAEPCCEE_03821,hypothetical protein,OTHER
C03,EAEPCCEE_03822,Threonine--tRNA ligase,OTHER
C03,EAEPCCEE_03823,hypothetical protein,OTHER
C03,EAEPCCEE_03824,putative protein,OTHER
C03,EAEPCCEE_03825,Cold shock protein CspA,OTHER
C03,EAEPCCEE_03826,hypothetical protein,SP
C03,EAEPCCEE_03827,hypothetical protein,SP
C03,EAEPCCEE_03828,Dihydrofolate reductase type 3,OTHER
C03,EAEPCCEE_03829,Thymidylate synthase,OTHER
C03,EAEPCCEE_03830,hypothetical protein,LIPO
C03,EAEPCCEE_03831,hypothetical protein,SP
C03,EAEPCCEE_03832,Lactoylglutathione lyase,OTHER
C03,EAEPCCEE_03833,hypothetical protein,SP
C03,EAEPCCEE_03834,hypothetical protein,SP
C03,EAEPCCEE_03835,hypothetical protein,SP
C03,EAEPCCEE_03836,hypothetical protein,OTHER
C03,EAEPCCEE_03837,hypothetical protein,OTHER
C03,EAEPCCEE_03838,hypothetical protein,OTHER
C03,EAEPCCEE_03839,Aspartate_prephenate aminotransferase,OTHER
C03,EAEPCCEE_03840,hypothetical protein,OTHER
C03,EAEPCCEE_03841,Long-chain-fatty-acid--CoA ligase,OTHER
C03,EAEPCCEE_03842,hypothetical protein,OTHER
C03,EAEPCCEE_03843,Biotin carboxylase,OTHER
C03,EAEPCCEE_03844,hypothetical protein,OTHER
C03,EAEPCCEE_03845,Leucyl_phenylalanyl-tRNA--protein transferase,OTHER
C03,EAEPCCEE_03846,hypothetical protein,SP
C03,EAEPCCEE_03847,hypothetical protein,OTHER
C03,EAEPCCEE_03848,hypothetical protein,OTHER
C03,EAEPCCEE_03849,ATP-dependent Clp protease ATP-binding subunit ClpX,OTHER
C03,EAEPCCEE_03850,ATP-dependent Clp protease proteolytic subunit,OTHER
C03,EAEPCCEE_03851,Cytochrome c oxidase subunit 1-beta,OTHER
C03,EAEPCCEE_03852,hypothetical protein,OTHER
C03,EAEPCCEE_03853,hypothetical protein,SP
C03,EAEPCCEE_03854,hypothetical protein,TAT
C03,EAEPCCEE_03855,Dimethylsulfonioproprionate demethylase DmdA,OTHER
C03,EAEPCCEE_03856,hypothetical protein,OTHER
C03,EAEPCCEE_03857,Dihydropteroate synthase,OTHER
C03,EAEPCCEE_03858,hypothetical protein,OTHER
C03,EAEPCCEE_03859,hypothetical protein,OTHER
C03,EAEPCCEE_03860,Ketol-acid reductoisomerase _NADP____,OTHER
C03,EAEPCCEE_03861,DNA-binding transcriptional activator DecR,OTHER
C03,EAEPCCEE_03862,DNA-binding transcriptional activator DecR,OTHER
C03,EAEPCCEE_03863,hypothetical protein,SP
C03,EAEPCCEE_03864,Serine-pyruvate aminotransferase,OTHER
C03,EAEPCCEE_03865,hypothetical protein,OTHER
C03,EAEPCCEE_03866,Ubiquinone hydroxylase UbiL,OTHER
C03,EAEPCCEE_03867,hypothetical protein,OTHER
C03,EAEPCCEE_03868,hypothetical protein,OTHER
C03,EAEPCCEE_03869,putative D-xylose utilization operon transcriptional repressor,OTHER
C03,EAEPCCEE_03870,hypothetical protein,OTHER
C03,EAEPCCEE_03871,Carbamoyl-phosphate synthase small chain,OTHER
C03,EAEPCCEE_03872,putative protein YqeY,OTHER
C03,EAEPCCEE_03873,hypothetical protein,OTHER
C03,EAEPCCEE_03874,hypothetical protein,LIPO
C03,EAEPCCEE_03875,hypothetical protein,OTHER
C03,EAEPCCEE_03876,D-aminoacyl-tRNA deacylase,OTHER
C03,EAEPCCEE_03877,HTH-type transcriptional regulator CdhR,OTHER
C03,EAEPCCEE_03878,Ribosomal large subunit pseudouridine synthase B,OTHER
C03,EAEPCCEE_03879,tRNA-specific adenosine deaminase,OTHER
C03,EAEPCCEE_03880,hypothetical protein,OTHER
C03,EAEPCCEE_03881,hypothetical protein,OTHER
C03,EAEPCCEE_03882,Glutamyl-tRNA_Gln_ amidotransferase subunit C,OTHER
C03,EAEPCCEE_03883,Glutamyl-tRNA_Gln_ amidotransferase subunit A,OTHER
C03,EAEPCCEE_03884,hypothetical protein,LIPO
C03,EAEPCCEE_03885,hypothetical protein,OTHER
C03,EAEPCCEE_03886,HTH-type transcriptional repressor NsrR,OTHER
C03,EAEPCCEE_03887,hypothetical protein,OTHER
C03,EAEPCCEE_03888,Acetylornithine deacetylase,OTHER
C03,EAEPCCEE_03889,hypothetical protein,SP
C03,EAEPCCEE_03890,tRNA _guanine-N_7_-_-methyltransferase,OTHER
C03,EAEPCCEE_03891,hypothetical protein,OTHER
C03,EAEPCCEE_03892,S-adenosylmethionine synthase,OTHER
C03,EAEPCCEE_03893,Apolipoprotein N-acyltransferase,OTHER
C03,EAEPCCEE_03894,Hemolysin C,OTHER
C03,EAEPCCEE_03895,Endoribonuclease YbeY,OTHER
C03,EAEPCCEE_03896,PhoH-like protein,OTHER
C03,EAEPCCEE_03897,hypothetical protein,LIPO
C03,EAEPCCEE_03898,Peptidoglycan-associated lipoprotein,SP
C03,EAEPCCEE_03899,tRNA-2-methylthio-N_6_-dimethylallyladenosine synthase,OTHER
C03,EAEPCCEE_03900,hypothetical protein,OTHER
C03,EAEPCCEE_03901,hypothetical protein,OTHER
C03,EAEPCCEE_03902,hypothetical protein,TAT
C03,EAEPCCEE_03903,hypothetical protein,OTHER
C03,EAEPCCEE_03904,hypothetical protein,OTHER
C03,EAEPCCEE_03905,hypothetical protein,OTHER
C03,EAEPCCEE_03906,Enoyl-_acyl-carrier-protein_ reductase _NADH_ FabI,OTHER
C03,EAEPCCEE_03907,3-oxoacyl-_acyl-carrier-protein_ synthase 1,OTHER
C03,EAEPCCEE_03908,hypothetical protein,OTHER
C03,EAEPCCEE_03909,hypothetical protein,OTHER
C03,EAEPCCEE_03910,3-hydroxydecanoyl-_acyl-carrier-protein_ dehydratase,OTHER
C03,EAEPCCEE_03911,hypothetical protein,OTHER
C03,EAEPCCEE_03912,Zinc-type alcohol dehydrogenase-like protein,OTHER
C03,EAEPCCEE_03913,hypothetical protein,OTHER
C03,EAEPCCEE_03914,FKBP-type peptidyl-prolyl cis-trans isomerase SlyD,OTHER
C03,EAEPCCEE_03915,_S_-2-haloacid dehalogenase 4A,OTHER
C03,EAEPCCEE_03916,2-_acetamidomethylene_succinate hydrolase,OTHER
C03,EAEPCCEE_03917,L-threo-3-hydroxyaspartate ammonia-lyase,OTHER
C03,EAEPCCEE_03918,hypothetical protein,OTHER
C03,EAEPCCEE_03919,hypothetical protein,OTHER
C03,EAEPCCEE_03920,3-oxoadipate enol-lactonase 2,OTHER
C03,EAEPCCEE_03921,"Tetracycline resistance protein, class C",OTHER
C03,EAEPCCEE_03922,S-_hydroxymethyl_mycothiol dehydrogenase,OTHER
C03,EAEPCCEE_03923,D-galactonate dehydratase,OTHER
C03,EAEPCCEE_03924,hypothetical protein,SP
C03,EAEPCCEE_03925,hypothetical protein,OTHER
C03,EAEPCCEE_03926,ECF RNA polymerase sigma factor SigK,OTHER
C03,EAEPCCEE_03927,hypothetical protein,OTHER
C03,EAEPCCEE_03928,hypothetical protein,OTHER
C03,EAEPCCEE_03929,hypothetical protein,OTHER
C03,EAEPCCEE_03930,putative metal-dependent hydrolase YcfH,OTHER
C03,EAEPCCEE_03931,hypothetical protein,OTHER
C03,EAEPCCEE_03932,Thymidylate kinase,OTHER
C03,EAEPCCEE_03933,D-alanyl-D-alanine carboxypeptidase DacC,SP
C03,EAEPCCEE_03934,hypothetical protein,LIPO
C03,EAEPCCEE_03936,hypothetical protein,OTHER
C03,EAEPCCEE_03937,hypothetical protein,OTHER
C03,EAEPCCEE_03938,hypothetical protein,OTHER
C03,EAEPCCEE_03939,hypothetical protein,OTHER
C03,EAEPCCEE_03940,Cytochrome c oxidase subunit 2,LIPO
C03,EAEPCCEE_03941,hypothetical protein,OTHER
C03,EAEPCCEE_03942,hypothetical protein,OTHER
C03,EAEPCCEE_03943,tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC,OTHER
C03,EAEPCCEE_03944,hypothetical protein,OTHER
C03,EAEPCCEE_03945,Thiazole synthase,OTHER
C03,EAEPCCEE_03946,Thiamine-phosphate synthase,OTHER
C03,EAEPCCEE_03947,hypothetical protein,OTHER
C03,EAEPCCEE_03948,Regulator of RpoS,OTHER
C03,EAEPCCEE_03949,hypothetical protein,OTHER
C03,EAEPCCEE_03950,Sensor histidine kinase RcsC,OTHER
C03,EAEPCCEE_03951,Alkaline phosphatase synthesis sensor protein PhoR,OTHER
C03,EAEPCCEE_03952,Protein-glutamate methylesterase_protein-glutamine glutaminase,OTHER
C03,EAEPCCEE_03953,hypothetical protein,OTHER
C03,EAEPCCEE_03954,"L-2,4-diaminobutyric acid acetyltransferase",OTHER
C03,EAEPCCEE_03955,Diaminobutyrate--2-oxoglutarate transaminase,OTHER
C03,EAEPCCEE_03956,L-ectoine synthase,OTHER
C03,EAEPCCEE_03957,Aspartate kinase Ask_Ect,OTHER
C03,EAEPCCEE_03958,hypothetical protein,SP
C03,EAEPCCEE_03959,hypothetical protein,SP
C03,EAEPCCEE_03960,hypothetical protein,SP
C03,EAEPCCEE_03961,S-_hydroxymethyl_glutathione dehydrogenase,OTHER
C03,EAEPCCEE_03962,S-formylglutathione hydrolase,OTHER
C03,EAEPCCEE_03963,hypothetical protein,SP
C03,EAEPCCEE_03964,Methanol dehydrogenase _cytochrome c_ subunit 1,SP
C03,EAEPCCEE_03965,Cytochrome c-553I,SP
C03,EAEPCCEE_03966,hypothetical protein,SP
C03,EAEPCCEE_03967,hypothetical protein,SP
C03,EAEPCCEE_03968,hypothetical protein,OTHER
C03,EAEPCCEE_03969,hypothetical protein,SP
C03,EAEPCCEE_03970,Virginiamycin B lyase,SP
C03,EAEPCCEE_03971,hypothetical protein,TAT
C03,EAEPCCEE_03972,hypothetical protein,SP
C03,EAEPCCEE_03973,hypothetical protein,SP
C03,EAEPCCEE_03974,Hydrazine synthase subunit beta,SP
C03,EAEPCCEE_03975,hypothetical protein,SP
C03,EAEPCCEE_03976,hypothetical protein,SP
C03,EAEPCCEE_03977,hypothetical protein,SP
C03,EAEPCCEE_03978,Putative aliphatic sulfonates transport permease protein SsuC,OTHER
C03,EAEPCCEE_03979,Aliphatic sulfonates import ATP-binding protein SsuB,OTHER
C03,EAEPCCEE_03980,Linearmycin resistance ATP-binding protein LnrL,OTHER
C03,EAEPCCEE_03981,hypothetical protein,OTHER
C03,EAEPCCEE_03982,hypothetical protein,OTHER
C03,EAEPCCEE_03983,Adaptive-response sensory-kinase SasA,OTHER
C03,EAEPCCEE_03984,Transcriptional regulatory protein TcrA,OTHER
C03,EAEPCCEE_03985,Coenzyme PQQ synthesis protein A,OTHER
C03,EAEPCCEE_03986,Coenzyme PQQ synthesis protein B,OTHER
C03,EAEPCCEE_03987,Bifunctional coenzyme PQQ synthesis protein C_D,OTHER
C03,EAEPCCEE_03988,PqqA binding protein,OTHER
C03,EAEPCCEE_03989,PqqA peptide cyclase,OTHER
C03,EAEPCCEE_03990,hypothetical protein,OTHER
C03,EAEPCCEE_03991,hypothetical protein,SP
C03,EAEPCCEE_03992,Sensor histidine kinase RcsC,OTHER
C03,EAEPCCEE_03993,hypothetical protein,OTHER
C03,EAEPCCEE_03994,Transcriptional regulatory protein DegU,OTHER
C03,EAEPCCEE_03995,hypothetical protein,OTHER
C03,EAEPCCEE_03996,hypothetical protein,SP
C03,EAEPCCEE_03997,hypothetical protein,OTHER
C03,EAEPCCEE_03998,hypothetical protein,OTHER
C03,EAEPCCEE_03999,hypothetical protein,OTHER
C03,EAEPCCEE_04000,hypothetical protein,OTHER
C03,EAEPCCEE_04001,hypothetical protein,OTHER
C03,EAEPCCEE_04002,ATPase RavA,OTHER
C03,EAEPCCEE_04003,hypothetical protein,SP
C03,EAEPCCEE_04004,hypothetical protein,OTHER
C03,EAEPCCEE_04005,hypothetical protein,OTHER
C03,EAEPCCEE_04006,2-dehydro-3-deoxy-L-rhamnonate dehydrogenase _NAD____,OTHER
C03,EAEPCCEE_04007,Gluconate 5-dehydrogenase,OTHER
C03,EAEPCCEE_04008,Sulfopropanediol 3-dehydrogenase,OTHER
C03,EAEPCCEE_04009,Transcriptional regulator KdgR,OTHER
C03,EAEPCCEE_04010,C4-dicarboxylate TRAP transporter large permease protein DctM,OTHER
C03,EAEPCCEE_04011,hypothetical protein,OTHER
C03,EAEPCCEE_04012,hypothetical protein,TAT
C03,EAEPCCEE_04013,Alcohol dehydrogenase _acceptor_,OTHER
C03,EAEPCCEE_04014,hypothetical protein,OTHER
C03,EAEPCCEE_04015,hypothetical protein,OTHER
C03,EAEPCCEE_04016,Putative hydrolase MhqD,OTHER
C03,EAEPCCEE_04017,Putative ring-cleaving dioxygenase MhqO,OTHER
C03,EAEPCCEE_04018,HTH-type transcriptional regulator DmlR,OTHER
C03,EAEPCCEE_04019,putative protein,OTHER
C03,EAEPCCEE_04020,hypothetical protein,OTHER
C03,EAEPCCEE_04021,hypothetical protein,OTHER
C03,EAEPCCEE_04022,hypothetical protein,OTHER
C03,EAEPCCEE_04023,Phthiocerol synthesis polyketide synthase type I PpsC,OTHER
C03,EAEPCCEE_04024,hypothetical protein,SP
C03,EAEPCCEE_04025,Formyl-CoA_oxalate CoA-transferase,OTHER
C03,EAEPCCEE_04026,HTH-type transcriptional repressor RspR,OTHER
C03,EAEPCCEE_04027,Putative formate dehydrogenase,OTHER
C03,EAEPCCEE_04028,hypothetical protein,OTHER
C03,EAEPCCEE_04029,Hydrogen peroxide-inducible genes activator,OTHER
C03,EAEPCCEE_04030,Isopentenyl-diphosphate Delta-isomerase,OTHER
C03,EAEPCCEE_04031,Kynurenine 3-monooxygenase,OTHER
