EC_number,recommended_name,systematic_name,synonyms,KO,ecpath,SignalP,Alteromonas macleodii 1A3,Marinobacter adhaerens HP15,Marinovum 5F3,Phaeobacter gallaeciensis,Pseudoalteromonas haloplanktis,Roseovarius 5C3,Ruegeria pomeroyi,Sulfitobacter pseudonitzschiae
2.1.1.72,site-specific DNA-methyltransferase (adenine-specific),,AhdI methyltransferase;RsrI N6-adenine DNA methyltransferase;MaqI;PlaDI;M.LlaCI;RceI;DNA-[N6-adenine] MTase;M-RsrI;DNA N6 adenine methyltransferase 1;DNA-(adenine N6)-methyltransferase;M.HpyAXII;M.BseCI;DNA-(adenine-N6)-methyltransferase;AamA;Dam methylase;N6 adenine MTase;CdpI;DNA-[adenine] methyltransferase;N6-adenine MTase;DNA MTase;M.BstZ1II;MmeI;adenine methyltransferase;DNA adenine methylase;DNA adenine 5'-GATC-3' methylase;AquII;KpnI DNA methyltransferase;MTA1c;M.EfaBMDam;Dam MTase;N6-Ade MTase;HP0593 DNA-(N6-adenine)-methyltransferase;DNA adenine N6-methyltransferase;specific methyltransferase;M.NgoAXP;C18A3.1;M. TthP;DNA adenine methyltransferases;modification methylase;HpyIIIM;DrdIV;EcoRII DNA methyltransferase;M.RsrI;M.EcoVIII;M2.BstSEI;DNA N6-adenine methyltransferase;Hia5 protein;DNA-adenine methyltransferase;N6AMT1;DNA [amino]-methyltransferase;SpoDI;Dam DNA-(adenine-N6)-MTase;adenine-(N6)-DNA methyltransferase;M.HindIII;M.EcaI;NmeAIII;adenine methyltransferase 1;AquIII;NgoAXPMod subunit;cell cycle-regulated DNA methyltransferase;T4 Dam DNA-(N6-adenine)-methyltransferase;KpnI MTase;cell-cycle regulating MTase;restriction-modification system;CstMI;CcrM;DNA 6mA methyltransferase;DraRI;BsbI;EcoVIII;Nme1821 protein;DNA-[adenine] MTase;DNA adenine methyltransferase;[N6-adenine] MTase;SdeAI;NhaXI;DNA-(adenine-N6-)-methyltransferase;isospecific adenine DNA methyltransferase;DNA adenine MTase;6mA DNA methyltransferases;N6 adenine methyltransferase;M.KpnI;ApyPI;T4 Dam (N6-Ade)-MTase;PspPRI;N6-adenine DNA -methyltransferase;KpnI DNA-(N6-adenine)-methyltransferase;M.EcoRII;PspOMII;N6_N4_MTase;gamma-adenine MTase;DNA:m6A MTase;HP0593 MTase;adenine-N6 DNA methyltransferase;M.EcoRI;DNA methyltransferase;M.EcoRV;AMT1;MTA1;M1.MboII;T4Dam;CcrM methylase;N-6 adenine-specific DNA methyltransferase 1;M.MboIIA;Wadmtase;isospecific DNA MTase;cell cycle-regulated methyltransferase;N6-adenine methyltransferase;DNA-[N6-adenine]-methyltransferase;adenine N6-methyltransferase;EcoDam;T4 Dam;T4 Dam DNA methyltransferase;HP0050 methyltransferase;EcoP15I;RpaB5I;M.Csp231I;EcoRV;M1.HpyAVI;MTase;type IC M.EcoR124I DNA methyltransferase;HpyAXII;T4 DNA-adenine methyltransferase;Pho(M98A)Dam;M.DpnM;T4DNA-(N6-adenine)-methyltransferase;MettL3-MettL14 complex;M.AluBI;DANN 6mA MTase;M.EcoP15I;VspI methyltransferase;CcrM DNA adenine methyltransferase;DNA N-6 adenine methyltransferase;DAMT-1;M.TaqI;T4Dam DNA-[N6-adenine] MTase;Dam;DNA adenine-N6 MTase;T4 Dam MTase;EcoDam DNA-[N6-adenine] MTase;AquIV;Dam DNA-(adenine-N6)-methyltransferase;acinetobacter adenine methyltransferase A;EcoP15I MTase;sequence-specific DNA adenine methyltransferase;M.EcoKCcrM;Hin1523 protein;DNA-(N6-adenine)-methyltransferase;BamHI MTase;M.AbaBGORF222P;m6A methyltransferase;EcoKDam;A1S_0222;DNAm6A MTase;M.Aba17978ORF8565P;adenine-N6 MTAse;More;NlaCI,K00571,K00571  E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72],OTHER,0,0,0,1,0,0,0,0
2.1.1.72,site-specific DNA-methyltransferase (adenine-specific),,AhdI methyltransferase;RsrI N6-adenine DNA methyltransferase;MaqI;PlaDI;M.LlaCI;RceI;DNA-[N6-adenine] MTase;M-RsrI;DNA N6 adenine methyltransferase 1;DNA-(adenine N6)-methyltransferase;M.HpyAXII;M.BseCI;DNA-(adenine-N6)-methyltransferase;AamA;Dam methylase;N6 adenine MTase;CdpI;DNA-[adenine] methyltransferase;N6-adenine MTase;DNA MTase;M.BstZ1II;MmeI;adenine methyltransferase;DNA adenine methylase;DNA adenine 5'-GATC-3' methylase;AquII;KpnI DNA methyltransferase;MTA1c;M.EfaBMDam;Dam MTase;N6-Ade MTase;HP0593 DNA-(N6-adenine)-methyltransferase;DNA adenine N6-methyltransferase;specific methyltransferase;M.NgoAXP;C18A3.1;M. TthP;DNA adenine methyltransferases;modification methylase;HpyIIIM;DrdIV;EcoRII DNA methyltransferase;M.RsrI;M.EcoVIII;M2.BstSEI;DNA N6-adenine methyltransferase;Hia5 protein;DNA-adenine methyltransferase;N6AMT1;DNA [amino]-methyltransferase;SpoDI;Dam DNA-(adenine-N6)-MTase;adenine-(N6)-DNA methyltransferase;M.HindIII;M.EcaI;NmeAIII;adenine methyltransferase 1;AquIII;NgoAXPMod subunit;cell cycle-regulated DNA methyltransferase;T4 Dam DNA-(N6-adenine)-methyltransferase;KpnI MTase;cell-cycle regulating MTase;restriction-modification system;CstMI;CcrM;DNA 6mA methyltransferase;DraRI;BsbI;EcoVIII;Nme1821 protein;DNA-[adenine] MTase;DNA adenine methyltransferase;[N6-adenine] MTase;SdeAI;NhaXI;DNA-(adenine-N6-)-methyltransferase;isospecific adenine DNA methyltransferase;DNA adenine MTase;6mA DNA methyltransferases;N6 adenine methyltransferase;M.KpnI;ApyPI;T4 Dam (N6-Ade)-MTase;PspPRI;N6-adenine DNA -methyltransferase;KpnI DNA-(N6-adenine)-methyltransferase;M.EcoRII;PspOMII;N6_N4_MTase;gamma-adenine MTase;DNA:m6A MTase;HP0593 MTase;adenine-N6 DNA methyltransferase;M.EcoRI;DNA methyltransferase;M.EcoRV;AMT1;MTA1;M1.MboII;T4Dam;CcrM methylase;N-6 adenine-specific DNA methyltransferase 1;M.MboIIA;Wadmtase;isospecific DNA MTase;cell cycle-regulated methyltransferase;N6-adenine methyltransferase;DNA-[N6-adenine]-methyltransferase;adenine N6-methyltransferase;EcoDam;T4 Dam;T4 Dam DNA methyltransferase;HP0050 methyltransferase;EcoP15I;RpaB5I;M.Csp231I;EcoRV;M1.HpyAVI;MTase;type IC M.EcoR124I DNA methyltransferase;HpyAXII;T4 DNA-adenine methyltransferase;Pho(M98A)Dam;M.DpnM;T4DNA-(N6-adenine)-methyltransferase;MettL3-MettL14 complex;M.AluBI;DANN 6mA MTase;M.EcoP15I;VspI methyltransferase;CcrM DNA adenine methyltransferase;DNA N-6 adenine methyltransferase;DAMT-1;M.TaqI;T4Dam DNA-[N6-adenine] MTase;Dam;DNA adenine-N6 MTase;T4 Dam MTase;EcoDam DNA-[N6-adenine] MTase;AquIV;Dam DNA-(adenine-N6)-methyltransferase;acinetobacter adenine methyltransferase A;EcoP15I MTase;sequence-specific DNA adenine methyltransferase;M.EcoKCcrM;Hin1523 protein;DNA-(N6-adenine)-methyltransferase;BamHI MTase;M.AbaBGORF222P;m6A methyltransferase;EcoKDam;A1S_0222;DNAm6A MTase;M.Aba17978ORF8565P;adenine-N6 MTAse;More;NlaCI,K03427,K03427  hsdM; type I restriction enzyme M protein [EC:2.1.1.72],OTHER,1,0,0,0,0,0,0,0
2.1.1.72,site-specific DNA-methyltransferase (adenine-specific),,AhdI methyltransferase;RsrI N6-adenine DNA methyltransferase;MaqI;PlaDI;M.LlaCI;RceI;DNA-[N6-adenine] MTase;M-RsrI;DNA N6 adenine methyltransferase 1;DNA-(adenine N6)-methyltransferase;M.HpyAXII;M.BseCI;DNA-(adenine-N6)-methyltransferase;AamA;Dam methylase;N6 adenine MTase;CdpI;DNA-[adenine] methyltransferase;N6-adenine MTase;DNA MTase;M.BstZ1II;MmeI;adenine methyltransferase;DNA adenine methylase;DNA adenine 5'-GATC-3' methylase;AquII;KpnI DNA methyltransferase;MTA1c;M.EfaBMDam;Dam MTase;N6-Ade MTase;HP0593 DNA-(N6-adenine)-methyltransferase;DNA adenine N6-methyltransferase;specific methyltransferase;M.NgoAXP;C18A3.1;M. TthP;DNA adenine methyltransferases;modification methylase;HpyIIIM;DrdIV;EcoRII DNA methyltransferase;M.RsrI;M.EcoVIII;M2.BstSEI;DNA N6-adenine methyltransferase;Hia5 protein;DNA-adenine methyltransferase;N6AMT1;DNA [amino]-methyltransferase;SpoDI;Dam DNA-(adenine-N6)-MTase;adenine-(N6)-DNA methyltransferase;M.HindIII;M.EcaI;NmeAIII;adenine methyltransferase 1;AquIII;NgoAXPMod subunit;cell cycle-regulated DNA methyltransferase;T4 Dam DNA-(N6-adenine)-methyltransferase;KpnI MTase;cell-cycle regulating MTase;restriction-modification system;CstMI;CcrM;DNA 6mA methyltransferase;DraRI;BsbI;EcoVIII;Nme1821 protein;DNA-[adenine] MTase;DNA adenine methyltransferase;[N6-adenine] MTase;SdeAI;NhaXI;DNA-(adenine-N6-)-methyltransferase;isospecific adenine DNA methyltransferase;DNA adenine MTase;6mA DNA methyltransferases;N6 adenine methyltransferase;M.KpnI;ApyPI;T4 Dam (N6-Ade)-MTase;PspPRI;N6-adenine DNA -methyltransferase;KpnI DNA-(N6-adenine)-methyltransferase;M.EcoRII;PspOMII;N6_N4_MTase;gamma-adenine MTase;DNA:m6A MTase;HP0593 MTase;adenine-N6 DNA methyltransferase;M.EcoRI;DNA methyltransferase;M.EcoRV;AMT1;MTA1;M1.MboII;T4Dam;CcrM methylase;N-6 adenine-specific DNA methyltransferase 1;M.MboIIA;Wadmtase;isospecific DNA MTase;cell cycle-regulated methyltransferase;N6-adenine methyltransferase;DNA-[N6-adenine]-methyltransferase;adenine N6-methyltransferase;EcoDam;T4 Dam;T4 Dam DNA methyltransferase;HP0050 methyltransferase;EcoP15I;RpaB5I;M.Csp231I;EcoRV;M1.HpyAVI;MTase;type IC M.EcoR124I DNA methyltransferase;HpyAXII;T4 DNA-adenine methyltransferase;Pho(M98A)Dam;M.DpnM;T4DNA-(N6-adenine)-methyltransferase;MettL3-MettL14 complex;M.AluBI;DANN 6mA MTase;M.EcoP15I;VspI methyltransferase;CcrM DNA adenine methyltransferase;DNA N-6 adenine methyltransferase;DAMT-1;M.TaqI;T4Dam DNA-[N6-adenine] MTase;Dam;DNA adenine-N6 MTase;T4 Dam MTase;EcoDam DNA-[N6-adenine] MTase;AquIV;Dam DNA-(adenine-N6)-methyltransferase;acinetobacter adenine methyltransferase A;EcoP15I MTase;sequence-specific DNA adenine methyltransferase;M.EcoKCcrM;Hin1523 protein;DNA-(N6-adenine)-methyltransferase;BamHI MTase;M.AbaBGORF222P;m6A methyltransferase;EcoKDam;A1S_0222;DNAm6A MTase;M.Aba17978ORF8565P;adenine-N6 MTAse;More;NlaCI,K06223,K06223  dam; DNA adenine methylase [EC:2.1.1.72],OTHER,1,0,0,1,1,0,0,0
2.1.1.74,methylenetetrahydrofolate-tRNA-(uracil54-C5)-methyltransferase [NAD(P)H-oxidizing],"5,10-methylenetetrahydrofolate:tRNA (uracil54-C5)-methyltransferase","TRMFO;folate-dependent tRNA methyltransferase;EC 2.1.2.12;tRNA:m5U-54 MTase;folate/FAD-dependent tRNA T54 methyltransferase;methylenetetrahydrofolate-transfer ribonucleate uracil 5-methyltransferase,;FDRTS;tRNA (m5U54)-methyltransferase;folate-dependent ribothymidyl synthase",K04094,"K04094  trmFO, gid; methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase [EC:2.1.1.74]",OTHER,0,0,1,1,0,1,1,1
2.1.1.77,protein-L-isoaspartate(D-aspartate) O-methyltransferase,S-adenosyl-L-methionine:protein-L-isoaspartate O-methyltransferase,"PIMT2 TISIbetapsi;L-isoaspartyl protein carboxyl methyltransferase;protein L-isoaspartyl-O-methyltransferase;PIMT;PIMT2 TISIIalphaomega;protein L-isoaspartyl (D-aspartate) O-methyltransferase;L-isoaspartyl (D-aspartyl) methyltransferase;PCMT;L-isoaspartyl methyltransferase;PIMT2 TISIalphapsi;PCM;L-aspartyl/L-isoaspartyl protein methyltransferase;protein L-isoaspartate (D-aspartate) O-methyltransferase;PCM-1;protein-L-isoaspartyl methyltransferase;D-aspartyl/L-isoaspartyl methyltransferase;HPIMT;PIMT2 TISIIbetapsi;protein isoaspartyl methyltransferase;protein L-isoaspartyl methyltransferase1;protein L-isoaspartyl/D-aspartyl O-methyltransferase;protein repair L-isoaspartyl methyltransferase 1;protein-L-isoaspartate O-methyltransferase;protein isoaspartate methyl transferase;protein L-isoaspartate methyltransferase;L-isoaspartyl O-methyltransferase;L-isoaspartate O-methyltransferase;RPA0376;EC 2.1.1.24;protein-L-isoaspartate (D-aspartate) O-methyltransferase;L-isoaspartyl/D-aspartyl protein carboxyl methyltransferase;PIMT2 TISIalphaomega;PIMT2 TISIIalphapsi;protein L-isoaspartyl (D-aspartyl) O-methyltransferase;IAMT;PIMT2 TISIIIalphapsi;protein isoaspartate methyltransferase;protein L-isoaspartyl methyltransferase;protein isoaspartyl carboxyl O-methyltransferase;type II methyltransferase;protein L-isoaspartyl methyl transferase;L-isoaspartyl (D-aspartyl) O-methyltransferase;PIMT2;protein L-isoaspartyl methyltransferase2;L-IAMT;PCMT1;protein (L-isoaspartate) O-methyltransferase;isoaspartyl peptide methyltransferase;protein L-isoaspartyl O-methyltransferase;StoPIMT;methyltransferase, protein (D-aspartate);PIMT2';protein-L-isoaspartate methyltransferase;protein D-aspartate methyltransferase;protein L-isoaspartyl (D-aspartyl) methyltransferase;protein carboxyl methyltransferase type II;L-isoaspartyl-O-methyltransferase;protein repair L-isoaspartyl methyltransferase;PIMT2 TISIIIalphaomega;PIMT1;RPA2838;protein L-isoaspartate-O-methyltransferase;protein isoaspartyl methyltransferase 1;protein L-isoaspartate O-methyltransferase;L-isoaspartyl/D-aspartyl O-methyltransferase;protein-beta-aspartate O-methyltransferase;chaperone protein L-isoaspartate (D-aspartyl) O-methyltransferase;isoaspartyl protein carboxyl-O-methyltransferase;PIMT2 TISIIIbetapsi",,,OTHER,0,1,1,0,0,1,0,0
2.1.1.77,protein-L-isoaspartate(D-aspartate) O-methyltransferase,S-adenosyl-L-methionine:protein-L-isoaspartate O-methyltransferase,"PIMT2 TISIbetapsi;L-isoaspartyl protein carboxyl methyltransferase;protein L-isoaspartyl-O-methyltransferase;PIMT;PIMT2 TISIIalphaomega;protein L-isoaspartyl (D-aspartate) O-methyltransferase;L-isoaspartyl (D-aspartyl) methyltransferase;PCMT;L-isoaspartyl methyltransferase;PIMT2 TISIalphapsi;PCM;L-aspartyl/L-isoaspartyl protein methyltransferase;protein L-isoaspartate (D-aspartate) O-methyltransferase;PCM-1;protein-L-isoaspartyl methyltransferase;D-aspartyl/L-isoaspartyl methyltransferase;HPIMT;PIMT2 TISIIbetapsi;protein isoaspartyl methyltransferase;protein L-isoaspartyl methyltransferase1;protein L-isoaspartyl/D-aspartyl O-methyltransferase;protein repair L-isoaspartyl methyltransferase 1;protein-L-isoaspartate O-methyltransferase;protein isoaspartate methyl transferase;protein L-isoaspartate methyltransferase;L-isoaspartyl O-methyltransferase;L-isoaspartate O-methyltransferase;RPA0376;EC 2.1.1.24;protein-L-isoaspartate (D-aspartate) O-methyltransferase;L-isoaspartyl/D-aspartyl protein carboxyl methyltransferase;PIMT2 TISIalphaomega;PIMT2 TISIIalphapsi;protein L-isoaspartyl (D-aspartyl) O-methyltransferase;IAMT;PIMT2 TISIIIalphapsi;protein isoaspartate methyltransferase;protein L-isoaspartyl methyltransferase;protein isoaspartyl carboxyl O-methyltransferase;type II methyltransferase;protein L-isoaspartyl methyl transferase;L-isoaspartyl (D-aspartyl) O-methyltransferase;PIMT2;protein L-isoaspartyl methyltransferase2;L-IAMT;PCMT1;protein (L-isoaspartate) O-methyltransferase;isoaspartyl peptide methyltransferase;protein L-isoaspartyl O-methyltransferase;StoPIMT;methyltransferase, protein (D-aspartate);PIMT2';protein-L-isoaspartate methyltransferase;protein D-aspartate methyltransferase;protein L-isoaspartyl (D-aspartyl) methyltransferase;protein carboxyl methyltransferase type II;L-isoaspartyl-O-methyltransferase;protein repair L-isoaspartyl methyltransferase;PIMT2 TISIIIalphaomega;PIMT1;RPA2838;protein L-isoaspartate-O-methyltransferase;protein isoaspartyl methyltransferase 1;protein L-isoaspartate O-methyltransferase;L-isoaspartyl/D-aspartyl O-methyltransferase;protein-beta-aspartate O-methyltransferase;chaperone protein L-isoaspartate (D-aspartyl) O-methyltransferase;isoaspartyl protein carboxyl-O-methyltransferase;PIMT2 TISIIIbetapsi",K00573,"K00573  E2.1.1.77, pcm; protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]",OTHER,1,2,1,2,1,2,2,2
2.1.1.79,cyclopropane-fatty-acyl-phospholipid synthase,S-adenosyl-L-methionine:unsaturated-phospholipid methyltransferase (cyclizing),"CFA synthase;cyclopropane fatty acid synthase;synthetase, cyclopropane fatty acid;cyclopropane synthase;CPS1;cyclopropane fatty acid synthetase;CFAS;cfaB;CPS;CPS2;CPS3;cyclopropane fatty acyl synthase;HP0416;SfCPA-FAS;Cfa;unsaturated-phospholipid methyltransferase;C17:cyclopropane synthase",K00574,K00574  cfa; cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79],OTHER,1,0,0,0,0,1,0,0
2.1.1.80,protein-glutamate O-methyltransferase,S-adenosyl-L-methionine:protein-L-glutamate O-methyltransferase,"chemotaxis receptor methyltransferase;protein carboxyl-O-methyltransferase;protein(carboxyl)methyltransferase;protein carboxymethyltransferase;protein(aspartate)methyltransferase;OMTF3;PCMT;S-adenosylmethionine-glutamyl methyltransferase;CheR1;methyltransferase, protein O-;protein methyltransferase II;MCP methyltransferase I;protein carboxymethylase;MCP methyltransferase II;R0248;protein carboxyl-methylase;EC 2.1.1.24;protein O-methyltransferase;protein carboxyl O-methyltransferase;protein carboxylmethyltransferase II;CheR2;pentapeptide-independent chemotaxis receptor methyltransferase;methyltransferase CheR;methyl-accepting chemotaxis protein O-methyltransferase;methyl-accepting chemotaxis protein methyltransferase II;protein methylase II;CheR;S-adenosylmethionine:protein-carboxyl O-methyltransferase;glutamate-MTase;O-MTase;FrzF;CheR3;protein methyltransferase",K00575,K00575  cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80],OTHER,3,1,0,1,1,1,0,1
2.1.1.80,protein-glutamate O-methyltransferase,S-adenosyl-L-methionine:protein-L-glutamate O-methyltransferase,"chemotaxis receptor methyltransferase;protein carboxyl-O-methyltransferase;protein(carboxyl)methyltransferase;protein carboxymethyltransferase;protein(aspartate)methyltransferase;OMTF3;PCMT;S-adenosylmethionine-glutamyl methyltransferase;CheR1;methyltransferase, protein O-;protein methyltransferase II;MCP methyltransferase I;protein carboxymethylase;MCP methyltransferase II;R0248;protein carboxyl-methylase;EC 2.1.1.24;protein O-methyltransferase;protein carboxyl O-methyltransferase;protein carboxylmethyltransferase II;CheR2;pentapeptide-independent chemotaxis receptor methyltransferase;methyltransferase CheR;methyl-accepting chemotaxis protein O-methyltransferase;methyl-accepting chemotaxis protein methyltransferase II;protein methylase II;CheR;S-adenosylmethionine:protein-carboxyl O-methyltransferase;glutamate-MTase;O-MTase;FrzF;CheR3;protein methyltransferase",K02661,K02661  pilK; type IV pilus assembly protein PilK,OTHER,0,1,0,0,0,0,0,0
2.1.2.-,,,,K08289,K08289  purT; phosphoribosylglycinamide formyltransferase 2 [EC:6.3.1.21],OTHER,0,1,0,0,0,0,0,0
2.1.2.1,glycine hydroxymethyltransferase,"5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase","SHMT-L;eSHMT;serine hydroxymethyl transferase;serine hydroxymethyltransferase;SHMT2;GlyA protein;GlyA;serine hydroxymethylase hydroxymethyltransferase, serine;SHMT1;zmSHMT;mitochondrial serine hydroxymethyltransferase;serine hydroxymethyltransferase 1;SHMT3;bsSHMT;SHMT08;zebrafish cytosolic serine hydroxymethyltransferase;serine:H4F hydroxymethyltransferase;glycine hydroxymethyltransferrase;Rhg4;zebrafish mitochondiral serine hydroxymethyltransferase;serine:tetrahydrofolate hydroxymethyltransferase;serine transhydroxymethylase;EC 4.1.2.6;SHMT-1;L-serine hydroxymethyltransferase;serine hydroxymethyltransferase 2;hSHMT;MJ1597;AtSHMT3;serine hydroxymethyltransferase 2alpha;zcSHMT;SHMT2alpha;bstSHMT;PvSHMT;SHM1;SHM2;SHMT;SHMT-S",K00600,"K00600  glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]",OTHER,2,1,2,2,1,4,6,2
2.1.2.10,aminomethyltransferase,[protein]-S8-aminomethyldihydrolipoyllysine:tetrahydrofolate aminomethyltransferase (ammonia-forming),"GCVT;T-protein component of glycine cleavage complex;T-protein;glycine synthase;synthase, glycine;glycine decarboxylase complex;T protein;Amt;tetrahydrofolate aminomethyltransferase",,,OTHER,0,0,0,0,0,1,1,0
2.1.2.10,aminomethyltransferase,[protein]-S8-aminomethyldihydrolipoyllysine:tetrahydrofolate aminomethyltransferase (ammonia-forming),"GCVT;T-protein component of glycine cleavage complex;T-protein;glycine synthase;synthase, glycine;glycine decarboxylase complex;T protein;Amt;tetrahydrofolate aminomethyltransferase",K00605,"K00605  gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]",OTHER,1,0,2,1,1,2,2,1
2.1.2.11,3-methyl-2-oxobutanoate hydroxymethyltransferase,"5,10-methylenetetrahydrofolate:3-methyl-2-oxobutanoate hydroxymethyltransferase","hydroxymethyltransferase, ketopantoate;MOHMT;oxopantoate hydroxymethyltransferase;ketopantoate hydroxymethyltransferase;5,10-methylene tetrahydrofolate:alpha-ketoisovalerate hydroxymethyltransferase;KPHMT;dehydropantoate hydroxymethyltransferase;KHMT;alpha-ketoisovalerate hydroxymethyltransferase;PanB;ketopantoate hydroxymethyl transferase",K00606,K00606  panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11],OTHER,1,1,3,1,1,2,1,1
2.1.2.2,phosphoribosylglycinamide formyltransferase 1,10-formyltetrahydrofolate:5'-phosphoribosylglycinamide N-formyltransferase,"N10-formyltetrahydrolate:2-amino-N-ribosylacetamide-5'-phosphate transformylase;GART synthetase;trifunctional purine biosynthetic protein adenosine-3;ADE8;GAR transformylase;phosphoribosylglycinamide formyltransferase;GAR TFase;GARFTase;glycinamide ribotide formyltransferase;GAR synthetase;2-amino-N-ribosylacetamide 5'-phosphate (glycinamide ribotide) transformylase;5'-phosphoribosylglycinamide transformylase;5,10-methenyltetrahydrofolate:2-amino-N-ribosylacetamide ribonucleotide transformylase;glycinamide ribonucleotide transformylase;glycinamide ribonucleotide formyltransferase;GARTfase;purN transformylase;GART;2-amino-N-ribosylacetamide 5'-phosphate transformylase;GARFT;PurN;GAR formyltransferase;glycinamide ribonucleotide formyl transferase",K11175,K11175  purN; phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2],OTHER,1,1,1,1,1,1,1,1
2.1.2.9,methionyl-tRNA formyltransferase,10-formyltetrahydrofolate:L-methionyl-tRNA N-formyltransferase,"mitochondrial methionyl-tRNA formyltransferase;N10-formyltetrahydrofolic-methionyl-transfer ribonucleic transformylase;methyltransferase, methionyl-transfer ribonucleate;FMT;MTFMT;methionyl-tRNA-Formyltransferase;Fmt1p;methionyl-transfer ribonucleic transformylase;methionyl ribonucleic formyltransferase;MTF;formylmethionyl-transfer ribonucleic synthetase;methionyl-tRNA Met formyltransferase;formyl-methionyl transferase;FMT1;methionyl-tRNA transformylase;methionyl-transfer RNA transformylase",,,OTHER,0,0,0,0,0,1,0,0
2.1.2.9,methionyl-tRNA formyltransferase,10-formyltetrahydrofolate:L-methionyl-tRNA N-formyltransferase,"mitochondrial methionyl-tRNA formyltransferase;N10-formyltetrahydrofolic-methionyl-transfer ribonucleic transformylase;methyltransferase, methionyl-transfer ribonucleate;FMT;MTFMT;methionyl-tRNA-Formyltransferase;Fmt1p;methionyl-transfer ribonucleic transformylase;methionyl ribonucleic formyltransferase;MTF;formylmethionyl-transfer ribonucleic synthetase;methionyl-tRNA Met formyltransferase;formyl-methionyl transferase;FMT1;methionyl-tRNA transformylase;methionyl-transfer RNA transformylase",K00604,"K00604  MTFMT, fmt; methionyl-tRNA formyltransferase [EC:2.1.2.9]",OTHER,1,1,1,1,1,1,1,1
